time,C_20191017_001_p1a,C_20191017_001_p1b,C_20191017_002_p1a,C_20191017_002_p1b,C_20191017_004_p1a,C_20191017_004_p1b,C_20191017_004_p2a,C_20191017_004_p2b,C_20191017_004_p3a,C_20191017_004_p3b,C_20191017_004_p4a,C_20191017_004_p4b,C_20191017_005_p1a,C_20191017_005_p1b,C_20191017_005_p2a,C_20191017_005_p2b,C_20191017_005_p3a,C_20191017_005_p3b,C_20191017_005_p4a,C_20191017_005_p4b,C_20191017_005_p5a,C_20191017_005_p5b,C_20191018_002_p1a,C_20191018_002_p1b,C_20191018_002_p2a,C_20191018_002_p2b,C_20191018_003_p1a,C_20191018_003_p1b,C_20191018_003_p2a,C_20191018_003_p2b,C_20191018_006_p1a,C_20191018_006_p1b,C_20191018_009_p1a,C_20191018_009_p1b,C_20191018_009_p2a,C_20191018_009_p2b,C_20191018_011_p1a,C_20191018_011_p1b,C_20191018_013_p1a,C_20191018_013_p1b,C_20191018_015_p1a,C_20191018_015_p1b,C_20191031_004_p1a,C_20191031_004_p1b,C_20191031_004_p2a,C_20191031_004_p2b,C_20191031_008_p1a,C_20191031_008_p1b,C_20191031_009_p1a,C_20191031_009_p1b,C_20191031_011_p1a,C_20191031_011_p1b,C_20191031_012_p1a,C_20191031_012_p1b,C_20191031_012_p2a,C_20191031_012_p2b,C_20191031_013_p1a,C_20191031_013_p1b,C_20191031_013_p2a,C_20191031_013_p2b,C_20191031_013_p3a,C_20191031_013_p3b,C_20191031_017_p1a,C_20191031_017_p1b,C_20191031_017_p2a,C_20191031_017_p2b,C_20191031_017_p3a,C_20191031_017_p3b,S_20191010_002_P1a,S_20191010_002_P1b,S_20191010_002_P3a,S_20191010_002_P3b,S_20191010_005_p2a,S_20191010_005_p2b,S_20191010_005_p3a,S_20191010_005_p3b,S_20191010_005_p4a,S_20191010_005_p4b,S_20191010_006_p1a,S_20191010_006_p1b,S_20191010_006_p2a,S_20191010_006_p2b,S_20191010_006_p3a,S_20191010_006_p3b,S_20191010_009_p1a,S_20191010_009_p1b,S_20191010_009_p2a,S_20191010_009_p2b,S_20191010_012_p1a,S_20191010_012_p1b,S_20191010_012_p2a,S_20191010_012_p2b,S_20191010_013_p1a,S_20191010_013_p1b,S_20191010_013_p2a,S_20191010_013_p2b,S_20191010_013_p3a,S_20191010_013_p3b,S_20191010_013_p4a,S_20191010_013_p4b,S_20191010_013_p6a,S_20191010_013_p6b,S_20191011_003_p2a,S_20191011_003_p2b,S_20191011_004_p1a,S_20191011_004_p1b,S_20191011_004_p2a,S_20191011_004_p2b,S_20191011_004_p3a,S_20191011_004_p3b,S_20191011_004_p5a,S_20191011_004_p5b,S_20191011_004_p6a,S_20191011_004_p6b,S_20191011_006_p1a,S_20191011_006_p1b,S_20191011_006_p2a,S_20191011_006_p2b,S_20191011_006_p3a,S_20191011_006_p3b,S_20191011_006_p4a,S_20191011_006_p4b,S_20191011_006_p5a,S_20191011_006_p5b,S_20191107_002_p1a,S_20191107_002_p1b,S_20191107_002_p2a,S_20191107_002_p2b,S_20191107_002_p3a,S_20191107_002_p3b,S_20191107_003_p1a,S_20191107_003_p1b,S_20191107_003_p2a,S_20191107_003_p2b,S_20191107_003_p3a,S_20191107_003_p3b,S_20191107_003_p4a,S_20191107_003_p4b,S_20191107_005_p1a,S_20191107_005_p1b,S_20191107_005_p2a,S_20191107_005_p2b,S_20191107_007_p1a,S_20191107_007_p1b,S_20191107_007_p2a,S_20191107_007_p2b,S_20191107_007_p3a,S_20191107_007_p3b,S_20191107_008_p1a,S_20191107_008_p1b,S_20191107_009_p1a,S_20191107_009_p1b,S_20191107_009_p2a,S_20191107_009_p2b,S_20191107_009_p3a,S_20191107_009_p3b,S_20191107_009_p4a,S_20191107_009_p4b,S_20191107_010_p1a,S_20191107_010_p1b,S_20191107_010_p2a,S_20191107_010_p2b,S_20191107_010_p3a,S_20191107_010_p3b,S_20191107_011_p1a,S_20191107_011_p1b,S_20191107_011_p2a,S_20191107_011_p2b,S_20191107_012_p1a,S_20191107_012_p1b,S_20191107_012_p2a,S_20191107_012_p2b,S_20191107_012_p3a,S_20191107_012_p3b,S_20191107_014_p1a,S_20191107_014_p1b,S_20191107_014_p2a,S_20191107_014_p2b,S_20191107_015_p1a,S_20191107_015_p1b,S_20191107_015_p2a,S_20191107_015_p2b
171,,,,,9.06723315,9.863208099,,,6.031754057,7.034408362,6.266444287,7.041632552,3.753466931,4.900287747,7.320097882,6.361920543,,,6.273625587,7.131617278,4.893855944,6.123827888,9.115392696,10.14147332,,,5.676067741,6.674748909,6.760317448,7.567820426,,,,,,,,,,,6.584735226,5.471584871,6.781412832,6.039425469,,,,,6.720237198,5.708053696,8.156549883,7.540937939,7.301246263,6.418997196,6.798119299,6.031460271,8.319079036,7.540848228,8.757192073,7.795643527,10.77704412,9.82333589,,,,,7.891470079,7.011297312,,,,,8.080728494,6.962855233,9.035315434,8.227427362,7.679643286,6.338260408,7.02952061,8.410657109,,,8.55748941,9.867531505,,,,,,,,,,,4.497775561,5.740774251,5.626343217,6.849094685,5.855543698,6.826723152,,,,,,,3.357762499,4.69012793,6.98537193,6.227676372,,,,,,,,,5.891445324,6.98464158,6.402800169,7.891642478,6.34786531,7.439865053,5.13696642,5.990344314,7.017403651,8.14217299,6.77701601,7.946406546,6.047531893,7.707556941,,,6.820272795,5.655409181,,,,,6.977157086,7.846177413,8.244028263,9.317003649,8.106950105,6.68514323,,,,,7.579598142,9.136803872,7.854457079,6.508560517,7.100295557,5.772925515,8.544609587,6.84107857,,,6.584477504,7.913709939,6.671609776,8.532124003,7.279104478,8.608770934,7.242495495,8.78473591,5.907094463,7.064551012,5.472146288,6.790698123,8.47104964,7.476995988,4.421817387,5.875253356,6.58716335,7.441685427,8.324721317,7.111391566,,
174,,,,,9.183405523,10.1419685,,,5.933754966,7.000914797,6.217506253,6.986911764,3.70266188,4.898295622,7.210218651,6.184425034,,,6.265307175,7.159994763,4.778498614,5.95534088,9.050776376,10.04488527,,,5.586736615,6.686626429,6.431320626,7.23764195,,,,,,,,,,,6.557588352,5.554760571,6.788252573,5.983981033,,,,,6.866478355,5.7492276,8.225188448,7.606254597,7.305762725,6.479358379,6.799447036,6.006600536,8.435617938,7.634588921,8.886995274,7.89162214,,,,,,,7.728646971,6.934629622,,,,,8.11491374,6.967962399,8.9409306,8.110780295,7.639755493,6.298424009,7.126067218,8.449670289,,,8.603676482,9.854279527,,,,,,,,,,,4.539352487,5.730428344,5.717219604,6.902072225,5.823980512,6.752078273,,,,,,,3.401558466,4.645023681,7.007313037,6.312401286,,,,,,,,,,,6.373786316,7.90614881,6.346489817,7.400553628,5.311893918,6.072617228,6.966836657,8.036538123,6.668020996,7.86100229,5.916643136,7.574342216,,,6.864777127,5.596592624,,,,,7.080319555,7.93954665,8.244283171,9.237487591,8.075708328,6.660693132,,,,,7.658377439,9.09949592,7.870344656,6.508552911,7.07739818,5.709197667,8.546028317,6.704012008,,,6.574679004,7.922730653,6.683668229,8.580084149,7.306938689,8.596055898,7.112565008,8.729055504,5.84580961,6.992933076,5.388587941,6.769468517,8.469097295,7.458288275,4.50067395,5.891458648,6.598449288,7.51675728,8.367477816,7.122639469,,
177,,,,,9.200117934,10.19664906,,,5.863558732,6.939985158,6.227002248,6.944493142,3.657717868,4.918814898,7.13736541,6.102077105,,,6.352044159,7.019864742,4.664232949,5.850740551,9.06349298,10.01294887,,,5.471724865,6.653980012,6.345480439,7.167379228,,,,,,,,,,,6.656820337,5.582647848,6.818889719,5.925538288,,,,,7.009725815,5.844805044,8.244606479,7.630469514,7.369050142,6.513575516,6.716533183,5.983544936,8.67660913,8.055893371,9.056725954,8.01603019,,,,,,,7.657872877,6.899234813,,,,,7.993591746,6.92172558,8.855974537,8.00919996,7.597210541,6.258584185,7.191806588,8.469492606,,,8.629576235,9.793707367,,,,,,,,,,,4.579246772,5.72889169,5.743427548,6.928786979,5.851170567,6.771542291,,,,,,,3.470686964,4.610423083,7.110960132,6.256563434,,,,,,,,,,,,,6.337878273,7.270686144,5.476903231,6.190924002,6.838166494,7.852602753,6.590627967,7.832264679,5.827483591,7.477117961,,,6.874898763,5.581890809,,,,,7.109752457,8.027101158,8.203029318,9.236345598,8.051257355,6.620281867,,,,,7.672407249,9.035726645,7.925519541,6.557109882,6.945106191,5.520383773,8.412447266,6.577895256,,,6.536615026,7.906476586,6.698084876,8.621503349,7.324205418,8.570760643,7.068462068,8.711917355,5.83469965,7.001314234,5.402674986,6.809341818,8.487568851,7.486837049,4.507867123,5.903258253,6.595868404,7.529428132,8.428725171,7.158339542,,
180,,,,,9.140056127,10.18692378,,,5.874121211,6.965039914,6.303110661,6.985222187,3.620437681,4.819386372,7.024837436,5.919198341,,,6.259913897,6.90699182,4.560309748,5.724173041,9.152938162,10.04595565,,,5.399311993,6.603567066,,,,,,,,,,,,,6.973497544,5.708817216,6.812125733,5.929694512,,,,,7.172025167,5.937454842,8.237438922,7.662261416,7.403147574,6.595169293,6.743861579,5.919732173,8.728558014,8.05664198,9.17394468,8.084094074,,,,,,,,,,,,,8.051257852,6.956895931,8.754835521,7.861133824,7.62527429,6.31578847,7.257235286,8.484037364,,,8.669994521,9.781235351,,,,,,,,,,,4.694383453,5.70438235,5.77190064,6.978850908,5.834720387,6.775990334,,,,,,,3.589874232,4.632785987,7.198399892,6.301010236,,,,,,,,,,,,,6.319291179,7.302576121,5.529283588,6.289435984,6.737465176,7.752641937,6.583475374,7.89641387,5.697888732,7.400055811,,,6.849759485,5.428038412,,,,,7.203953151,8.222927216,8.134175926,9.164955264,7.983452136,6.559326947,,,,,7.658717386,8.99883198,7.910364088,6.584200483,6.909468648,5.415028347,8.314002947,6.488779315,,,6.515253027,7.867231533,6.739601175,8.639035652,7.311013404,8.538683798,7.022801293,8.621031029,5.754201682,7.049090722,5.487383074,6.863974723,8.321251168,7.453792726,4.497679846,5.916422061,6.596442147,7.54538614,8.442085524,7.147529084,,
183,,,,,9.23406005,10.20658817,,,5.849470574,6.950331215,6.149552829,6.775401169,3.734912315,4.825936282,6.913683895,5.794447428,,,6.118130188,6.869637836,4.45562678,5.566919435,9.321587258,10.12285913,,,5.269389433,6.464418071,,,,,,,,,,,,,7.000255567,5.831543535,6.833151323,5.970990705,,,,,7.352554114,6.031882376,8.21491059,7.60232083,7.409935492,6.606121101,6.717600762,5.893877841,8.753726121,8.072348481,9.20028418,8.120301719,,,,,,,,,,,,,,,,,7.585136123,6.32476292,7.292299294,8.510851015,,,8.674366663,9.789100929,,,,,,,,,,,4.731117838,5.678508607,5.868552206,7.018810156,5.826531816,6.789179995,,,,,,,3.700325526,4.678855095,7.283741415,6.352698324,,,,,,,,,,,,,,,5.619098593,6.433547388,6.612146399,7.680123046,6.626996982,7.896496502,5.675656085,7.397039475,,,6.768090573,5.43982224,,,,,7.326473231,8.268630479,8.235795165,9.281389228,7.969229888,6.551532645,,,,,7.635655833,9.009461749,7.952607937,6.582788543,6.856520984,5.260255222,8.284629925,6.510523251,,,6.573907362,7.875709111,6.777136932,8.610659673,7.274422726,8.621153519,6.998832474,8.487753531,5.752397761,6.874004655,5.474791868,6.869373843,8.220218549,7.386639831,4.406781706,5.945137509,6.603137512,7.680813499,8.512270907,7.176763407,,
186,,,,,9.205567717,9.943056773,,,5.933861222,7.02040063,6.28229743,6.911584478,3.859575754,4.916352815,6.926040499,5.795784157,,,6.033781981,6.840308838,4.31446984,5.490144078,9.365801834,10.17304207,,,5.146045083,6.348890454,,,,,,,,,,,,,6.901454702,5.797881078,6.851498595,6.036534519,,,,,7.494018748,6.084733766,8.229300153,7.579296141,7.465796742,6.664620994,6.718745791,5.951732017,8.870490685,8.193770866,9.372434956,8.289175894,,,,,,,,,,,,,,,,,7.529186543,6.330824986,7.320950348,8.507002527,,,8.732343214,9.864121755,,,,,,,,,,,4.718867025,5.675852447,5.869903662,7.015406831,5.828561572,6.840806458,,,,,,,3.90612263,4.7963066,7.253551199,6.40163237,,,,,,,,,,,,,,,5.755423529,6.671581672,6.510255448,7.603399897,6.747208756,7.982874294,5.661512342,7.259084309,,,6.728096313,5.299538187,,,,,7.399279222,8.359053595,8.150603659,9.29134592,8.020357349,6.596713197,,,,,7.698864657,8.998597946,7.974169549,6.590912683,6.74118988,5.122507199,8.166202667,6.51506815,,,6.593683417,7.851202774,6.825501886,8.515739839,7.280534939,8.672908739,6.999001357,8.4684436,5.763107669,6.929496374,5.485965002,6.857592143,7.961969166,7.158621166,4.368539916,6.005388997,6.570679265,7.694771277,8.581383688,7.155108734,,
189,,,,,9.248705909,9.863389326,,,6.218302421,7.137076292,6.441687357,7.044007737,3.802302592,4.909965478,6.971185982,5.861651388,,,5.809589056,6.807114881,4.22092324,5.366299749,9.465601143,10.22552947,,,5.116864079,6.2437351,,,,,,,,,,,,,6.860988267,5.739169278,6.89002852,6.138832462,,,,,7.621398428,6.131384917,8.272251749,7.52857284,7.531149846,6.676858917,6.733064681,5.944562053,,,9.678625109,8.528321054,,,,,,,,,,,,,,,,,7.626814866,6.34574574,7.290719649,8.494927486,,,8.675668332,9.812484344,,,,,,,,,,,4.671444851,5.674702635,5.863555406,7.033606827,5.829553156,6.923346734,,,,,,,4.011798225,4.92106015,,,,,,,,,,,,,,,,,5.920413837,6.889115038,6.367972754,7.477252169,6.77295925,8.024936386,5.642298911,7.212366394,,,6.678237043,5.324366817,,,,,7.407146347,8.463417808,8.17041327,9.289910064,8.033704563,6.655191357,,,,,7.720650296,8.950041843,8.063099962,6.565933978,,,8.114000555,6.533914753,,,6.570348316,7.817012537,6.83108315,8.389377092,7.220871554,8.658054862,6.933066349,8.184281092,5.789575632,6.888322873,5.518904601,6.839157843,7.978266604,7.128414831,4.320895509,6.035442154,6.616330176,7.691759292,8.605047937,7.209326529,,
192,,,,,9.236068265,9.835198269,,,6.339769791,7.236746921,6.481843102,7.070750172,3.737103959,4.86674234,6.919298592,5.962692848,,,5.822923836,6.676643019,4.087939579,5.21687876,9.513058656,10.23826255,,,4.934742648,6.148668962,,,,,,,,,,,,,6.973993547,5.755930681,6.931194774,6.194826955,,,,,7.875971623,6.184993856,8.233644272,7.349219278,7.677190437,6.836584089,6.767980866,6.020085215,,,9.738013144,8.602009823,,,,,,,,,,,,,,,,,7.602088134,6.532879457,7.287885016,8.544731301,,,8.682197072,9.842846438,,,,,,,,,,,4.62063513,5.651072819,5.943218825,7.104865094,5.844033966,6.954158828,,,,,,,4.000133123,4.95801785,,,,,,,,,,,,,,,,,6.035405952,6.980669667,6.318326519,7.42313384,6.808019169,8.067837505,5.621462087,7.17084988,,,,,,,,,7.403776604,8.624761156,8.14020055,9.260404311,8.029083136,6.690653929,,,,,7.733155953,8.912530337,8.092719938,6.540386533,,,8.235816232,6.67256982,,,6.558739666,7.839038015,6.905160751,8.372237037,7.188603828,8.647939697,6.924572839,8.282125391,5.725321388,6.884726284,5.488425093,6.911262982,7.989051571,7.219715368,4.256987198,6.030920991,6.681371416,7.606030831,8.629711293,7.162008657,,
195,,,,,9.217535462,9.755437048,,,6.444880914,7.26641865,6.532295921,7.208775902,3.700729658,4.794245405,6.916927786,6.068561362,,,5.613012471,6.578474367,4.110494374,5.139198868,9.500593718,10.26697872,,,4.84697844,6.088113829,,,,,,,,,,,,,6.708728121,5.650574661,7.015439687,6.256904187,,,,,,,8.173695615,7.228080935,7.799174636,6.879838734,6.852506986,6.0665688,,,9.921666241,8.812032683,,,,,,,,,,,,,,,,,7.696321784,6.63787692,7.286095319,8.589213817,,,8.702097793,9.779317052,,,,,,,,,,,4.523589062,5.638732127,6.004888842,7.179331027,5.861746242,6.911874203,,,,,,,3.96887188,5.033740657,,,,,,,,,,,,,,,,,6.145003255,7.172259058,6.128048466,7.291509377,6.821185894,8.163285674,5.538844645,7.093920566,,,,,,,,,7.314076428,8.487486848,8.079929331,9.261352061,8.028321992,6.663999775,,,,,7.694136794,8.877289057,8.055155926,6.431309975,,,8.211787747,6.662586059,,,6.518773888,7.833476176,6.904071987,8.33301122,7.17204887,8.598149685,6.803747864,8.224064324,5.794190625,6.958433157,5.621405162,7.056261971,7.998606004,7.214957311,4.155120335,6.070158153,6.741156132,7.685835348,8.658554267,7.173853428,,
198,,,,,9.214432213,9.720928556,,,6.511057825,7.358720881,6.652430684,7.375345009,3.724047529,4.765247633,7.028309896,6.244018338,,,5.530347729,6.460674036,4.033108603,5.038850067,9.51163498,10.35604292,,,4.715469224,5.980318135,,,,,,,,,,,,,6.536645776,5.747411591,7.064880608,6.303388454,,,,,,,8.071249222,7.039625274,7.833640597,6.935874638,6.881474333,6.027010287,,,9.940484747,8.870354333,,,,,,,,,,,,,,,,,,,7.227907719,8.592326926,,,8.655261752,9.667327449,,,,,,,,,,,4.503827372,5.613813855,6.054936911,7.225694223,,,,,,,,,4.159635561,5.250798987,,,,,,,,,,,,,,,,,6.234942582,7.286174579,6.035201488,7.160969906,6.845031848,8.202804703,5.621257955,7.073972081,,,,,,,,,7.258233532,8.444059746,8.110381619,9.234863507,8.013179956,6.628319923,,,,,7.723338462,8.868438532,7.953483073,6.444927308,,,8.231739853,6.725301852,,,6.395454714,7.829180545,6.921229443,8.37425543,7.166631357,8.54649238,6.752303311,8.251738059,5.682299271,6.920324342,5.500522248,6.978522838,8.062223143,7.140005952,4.080759978,6.110236657,6.753861488,7.657907612,8.656545847,7.144930091,,
201,,,,,9.153504466,9.745928432,,,6.592240363,7.468656171,6.81235143,7.538496667,3.723742741,4.784810132,7.067630579,6.272634056,,,5.352716133,6.389590049,3.931648636,4.984755159,9.564484513,10.42142087,,,4.582933558,5.829699478,,,,,,,,,,,,,6.494929176,5.693030827,7.072974551,6.26542744,,,,,,,8.114331642,6.983343397,7.869825983,6.903045705,6.794380399,5.927220681,,,10.08844354,8.979584901,,,,,,,,,,,,,,,,,,,7.166763635,8.599211243,,,8.645786083,9.544933578,,,,,,,,,,,4.406207553,5.585141896,6.072195731,7.320764031,,,,,,,,,4.278378197,5.331609607,,,,,,,,,,,,,,,,,6.358410572,7.472754914,5.918034302,7.016388886,6.897165215,8.303600002,5.691459303,7.126980427,,,,,,,,,7.370594345,8.449928343,8.08623831,9.249629668,8.049150825,6.64940674,,,,,7.732173627,8.936504238,7.852961862,6.336578888,,,8.180202504,6.729946508,,,6.354983242,7.828503369,6.913471559,8.456330469,7.114057141,8.514084801,6.763988838,8.166895371,5.778194355,7.055072572,5.571347413,7.089555416,8.081045106,7.120519433,3.982093168,6.197787428,6.696581964,7.57970481,8.756678423,7.198663279,,
204,,,,,9.127594426,9.716113678,,,6.749883629,7.676575539,6.974096142,7.714713475,3.853187382,4.827847761,7.175966834,6.390168229,,,5.199291683,6.284706517,3.826386938,4.95250896,9.565241241,10.52519301,,,4.50291661,5.708681196,,,,,,,,,,,,,6.499696301,5.662853786,7.009080468,6.187388625,,,,,,,8.067178255,6.888172835,7.9342413,6.883034215,6.745689142,5.855290258,,,10.26847467,9.064760008,,,,,,,,,,,,,,,,,,,7.133375148,8.675635884,,,8.599982558,9.421427493,,,,,,,,,,,4.36300871,5.576409329,6.140729761,7.449468437,,,,,,,,,4.343518505,5.358554749,,,,,,,,,,,,,,,,,6.465284681,7.64562522,5.870494528,6.929000216,6.916511042,8.354377116,5.871901396,7.097047978,,,,,,,,,7.44853838,8.593320197,8.125554381,9.271480249,8.124759443,6.688392483,,,,,7.799030965,8.923292049,7.696174894,6.273919748,,,8.20521639,6.728515141,,,6.262118651,7.85185736,6.885225123,8.630222709,7.096512171,8.537544905,6.571094429,8.095271336,5.754889573,6.999016074,5.584025877,7.129818651,8.013231308,7.018783727,3.987117505,6.245192231,,,8.601706342,7.160052863,,
207,,,,,9.08958899,9.67151074,,,6.851009269,7.812327246,7.058728781,7.814993922,3.920092984,4.877791508,7.24943784,6.487640018,,,5.010218059,6.201507559,3.680676297,4.851089156,9.599435035,10.65842437,,,4.419852034,5.579591741,,,,,,,,,,,,,6.387086112,5.624445662,6.994492476,6.108076784,,,,,,,8.17295375,7.128659972,7.920396013,6.901763543,6.68016422,5.72710206,,,10.41838087,9.181712803,,,,,,,,,,,,,,,,,,,7.058090535,8.644865528,,,8.606872835,9.447251505,,,,,,,,,,,4.241116009,5.577471291,6.2248008,7.511804643,,,,,,,,,,,,,,,,,,,,,,,,,,,6.532600248,7.727984537,5.846366393,6.891976204,6.981394202,8.314481162,5.891746515,7.213324684,,,,,,,,,7.487887619,8.566536406,8.09998321,9.147999399,8.137239643,6.676694541,,,,,7.751690719,8.910414412,7.562428512,6.155146302,,,8.179528715,6.713016088,,,6.272712412,7.858419243,6.798739001,8.712732809,7.111470171,8.470098524,6.528692672,8.127296229,5.793955471,7.036008599,5.61621198,7.132258128,8.023411868,6.937129377,3.98328106,6.291720591,,,8.502681459,7.191529462,,
210,,,,,8.979153913,9.578640874,,,6.935861086,7.914328399,7.131520595,7.924306153,3.981556103,4.961978335,7.212971995,6.433217935,,,4.933317849,6.095206723,3.644238329,4.744587021,9.654149212,10.71826143,,,4.386292512,5.529968264,,,,,,,,,,,,,6.425485585,5.573086219,6.98791421,6.049275081,,,,,,,8.3362966,7.329981241,7.953764455,6.982941286,6.548327573,5.555589708,,,10.36958114,9.175572843,,,,,,,,,,,,,,,,,,,6.983376619,8.616131905,,,8.556213006,9.42628718,,,,,,,,,,,4.133632059,5.434120352,6.345287149,7.607388842,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67730859,7.871507924,5.765362174,6.775508837,7.06103406,8.395606946,5.955268676,7.300316226,,,,,,,,,7.483336823,8.52476375,,,8.133588753,6.695944818,,,,,7.729354436,8.786501124,7.386154615,6.004350756,,,8.220718825,6.734107365,,,6.323294395,7.930993948,6.762630331,8.830029955,7.136359086,8.468884047,6.49261519,8.029145534,5.806694412,7.088546395,5.607101925,7.166635054,8.002924278,6.879009013,4.001460358,6.275401262,,,8.42272171,7.185258938,,
213,,,,,8.82896149,9.4656546,,,7.008683186,8.021100423,7.172499495,7.972645044,4.111616349,5.035824163,7.21600582,6.479314161,,,4.850520797,5.953970104,3.611936461,4.628401236,9.72411199,10.84057402,,,4.337101336,5.458683541,,,,,,,,,,,,,,,7.051191743,6.02961823,,,,,,,8.348653185,7.474503395,7.950759083,6.97901612,6.473595755,5.447448669,,,10.22161876,9.174352566,,,,,,,,,,,,,,,,,,,6.908876971,8.592507492,,,8.545774453,9.363307322,,,,,,,,,,,4.055641133,5.378247484,6.423759802,7.640352413,,,,,,,,,,,,,,,,,,,,,,,,,,,6.788438407,7.911582016,5.630755012,6.677927897,7.142662319,8.465968698,6.002476572,7.482919283,,,,,,,,,7.462186342,8.4504349,,,8.1363305,6.674520282,,,,,7.595417566,8.738351618,7.345835555,5.941626124,,,8.198816805,6.696682238,,,6.342615233,7.932491727,6.728591234,8.900000506,7.110326293,8.386884106,6.431468961,7.953070602,5.809176362,7.027006831,5.672092559,7.217606875,7.939365277,6.80694917,4.071449005,6.305830477,,,8.386813459,7.168919165,,
216,,,,,8.706453928,9.325366105,,,7.119205363,8.122549477,7.235735001,8.01266978,4.211543779,5.128840902,7.316820416,6.502059751,,,4.744094856,5.905421661,3.668619495,4.643931093,9.803605969,10.9551183,,,4.246484782,5.370927108,,,,,,,,,,,,,,,7.139672612,6.060623895,,,,,,,8.46695134,7.685320683,7.940020718,6.950235751,6.432259012,5.364867193,,,10.14654385,9.208962211,,,,,,,,,,,,,,,,,,,6.858702866,8.600963783,,,8.451577663,9.277798931,,,,,,,,,,,4.041175695,5.341077045,6.454866381,7.72704096,,,,,,,,,,,,,,,,,,,,,,,,,,,6.815215991,7.923155937,5.688309503,6.641152385,7.211913754,8.479603057,6.248835812,7.607157814,,,,,,,,,7.449993423,8.396304485,,,8.110606944,6.692708346,,,,,7.491893352,8.679680178,7.341296411,5.923115565,,,8.23626062,6.629406082,,,6.318496815,7.823927978,6.69761465,8.963040667,7.167365276,8.457372937,6.380978295,7.960576487,5.751625944,7.010294502,5.645883633,7.207154848,7.856683906,6.729169117,4.285671943,6.312505446,,,8.391277197,7.21862764,,
219,,,,,8.610787479,9.229479942,,,7.226022419,8.187977162,,,4.327496852,5.290561879,7.422678358,6.546888421,,,4.682351226,5.846271034,3.726816336,4.643578039,9.845432697,11.01317729,,,4.158518125,5.284423337,,,,,,,,,,,,,,,7.175715992,6.050150577,,,,,,,8.477496859,7.778714868,7.883449118,6.906508887,6.376891092,5.291943405,,,,,,,,,,,,,,,,,,,,,,,6.826371584,8.619833989,,,8.41751044,9.307139625,,,,,,,,,,,4.069652811,5.331467434,6.488634371,7.653220825,,,,,,,,,,,,,,,,,,,,,,,,,,,6.91129655,8.02174956,5.721584746,6.621744861,7.186284993,8.446689115,6.326552458,7.76000232,,,,,,,,,7.36901927,8.305893871,,,8.160530988,6.72295917,,,,,7.490365545,8.604643223,7.425496953,5.941608032,,,8.206720234,6.48919448,,,6.300980003,7.816144126,6.687293773,8.986107722,7.147381758,8.438539269,6.310560752,7.837961597,5.713621794,6.953944852,5.633258826,7.228318338,7.792257953,6.653989555,4.520646525,6.331001264,,,8.335505384,7.206351227,,
222,,,,,8.532713519,9.134315957,,,7.228257397,8.219300031,,,4.387624072,5.438464213,7.515365394,6.670691718,,,4.644141363,5.781783894,3.897954848,4.744267488,9.850705812,11.04685666,,,4.287297634,5.219946456,,,,,,,,,,,,,,,7.26726668,6.117450858,,,,,,,8.278223783,7.615986607,7.817941225,6.879993096,6.277358999,5.134654127,,,,,,,,,,,,,,,,,,,,,,,6.799381222,8.625860015,,,8.348732239,9.349686251,,,,,,,,,,,4.124693564,5.370607414,6.606409085,7.576936914,,,,,,,,,,,,,,,,,,,,,,,,,,,7.01550996,8.060954348,5.732933368,6.621638845,7.214748921,8.412737783,6.345875038,7.908941016,,,,,,,,,,,,,8.181400675,6.684463778,,,,,7.42949184,8.620153711,7.200136804,5.716191914,,,8.237386236,6.376843106,,,6.257672491,7.80818135,6.652509376,8.869746332,7.264141863,8.482328925,6.338343632,7.909283912,5.732301458,6.924754508,5.623458189,7.163948771,7.699144173,6.59794665,4.682349944,6.321390749,,,8.312745455,7.214823976,,
225,,,,,8.466861579,9.080999504,,,7.313735092,8.346721153,,,4.50049775,5.624537759,7.61339622,6.7338091,,,4.523860851,5.677134841,3.936823212,4.824398408,9.836275565,11.04754095,,,4.424387528,5.250624058,,,,,,,,,,,,,,,7.341702595,6.241830821,,,,,,,8.511931449,7.825998339,7.885177297,6.890220098,6.109684853,5.047364164,,,,,,,,,,,,,,,,,,,,,,,6.762262713,8.607014407,,,8.291058437,9.401873058,,,,,,,,,,,4.253317881,5.419407809,6.655896784,7.565097223,,,,,,,,,,,,,,,,,,,,,,,,,,,7.103407985,8.054190028,5.795004228,6.681100284,7.137206456,8.286245531,6.438661119,8.016003992,,,,,,,,,,,,,8.158039961,6.612352229,,,,,7.449394942,8.551628675,7.225395283,5.687412856,,,8.137346005,6.247373608,,,6.221992044,7.825747568,6.605427011,8.749606277,,,,,5.682600285,6.937836118,5.577086157,7.169000628,7.755841992,6.616546834,4.757538544,6.413114688,,,8.280108755,7.190658662,,
